@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
6152,857,1673,5336,0.238693,0.877729,0.786198,0.877729,0.213802,0.829446,0.558211,1.572396,0.285666
6152,857,1672,5337,0.23855,0.877729,0.786299,0.877729,0.213701,0.829502,0.55814,1.572597,0.28605
6152,857,1671,5338,0.238408,0.877729,0.786399,0.877729,0.213601,0.829558,0.558068,1.572798,0.28898
6152,857,1670,5339,0.238265,0.877729,0.7865,0.877729,0.2135,0.829614,0.557997,1.572999,0.292458
6152,857,1668,5341,0.23798,0.877729,0.786701,0.877729,0.213299,0.829726,0.557854,1.573402,0.29248
6151,858,1668,5341,0.23798,0.877586,0.786673,0.877586,0.213327,0.829647,0.557783,1.573347,0.296745
6151,858,1667,5342,0.237837,0.877586,0.786774,0.877586,0.213226,0.829703,0.557712,1.573548,0.304197
6150,859,1667,5342,0.237837,0.877443,0.786747,0.877443,0.213253,0.829624,0.55764,1.573494,0.305965
6149,860,1666,5343,0.237694,0.877301,0.78682,0.877301,0.21318,0.829601,0.557498,1.57364,0.309375
6149,860,1665,5344,0.237552,0.877301,0.786921,0.877301,0.213079,0.829657,0.557426,1.573842,0.309819
6149,860,1663,5346,0.237266,0.877301,0.787122,0.877301,0.212878,0.829769,0.557283,1.574245,0.319048
6149,860,1661,5348,0.236981,0.877301,0.787324,0.877301,0.212676,0.829881,0.557141,1.574648,0.320251
6148,861,1661,5348,0.236981,0.877158,0.787297,0.877158,0.212703,0.829802,0.557069,1.574593,0.321079
6147,862,1661,5348,0.236981,0.877015,0.787269,0.877015,0.212731,0.829723,0.556998,1.574539,0.321795
6147,862,1660,5349,0.236838,0.877015,0.78737,0.877015,0.21263,0.829779,0.556927,1.574741,0.32203
6147,862,1659,5350,0.236696,0.877015,0.787471,0.877015,0.212529,0.829835,0.556855,1.574942,0.323399
6147,862,1658,5351,0.236553,0.877015,0.787572,0.877015,0.212428,0.829891,0.556784,1.575144,0.326556
6146,863,1658,5351,0.236553,0.876873,0.787545,0.876873,0.212455,0.829812,0.556713,1.57509,0.327044
6145,864,1658,5351,0.236553,0.87673,0.787518,0.87673,0.212482,0.829733,0.556641,1.575035,0.32779
6145,864,1656,5353,0.236268,0.87673,0.78772,0.87673,0.21228,0.829845,0.556499,1.575439,0.329942
6145,864,1655,5354,0.236125,0.87673,0.787821,0.87673,0.212179,0.829901,0.556427,1.575641,0.336554
6144,865,1655,5354,0.236125,0.876587,0.787793,0.876587,0.212207,0.829822,0.556356,1.575587,0.341556
6143,866,1655,5354,0.236125,0.876445,0.787766,0.876445,0.212234,0.829743,0.556285,1.575532,0.343192
6143,866,1654,5355,0.235982,0.876445,0.787867,0.876445,0.212133,0.829799,0.556213,1.575734,0.344842
6143,866,1653,5356,0.23584,0.876445,0.787968,0.876445,0.212032,0.829855,0.556142,1.575936,0.348821
6142,867,1653,5356,0.23584,0.876302,0.787941,0.876302,0.212059,0.829776,0.556071,1.575882,0.351264
6141,868,1653,5356,0.23584,0.876159,0.787914,0.876159,0.212086,0.829697,0.555999,1.575828,0.353926
6141,868,1651,5358,0.235554,0.876159,0.788116,0.876159,0.211884,0.829809,0.555857,1.576232,0.355074
6141,868,1650,5359,0.235412,0.876159,0.788217,0.876159,0.211783,0.829865,0.555785,1.576434,0.356942
6140,869,1649,5360,0.235269,0.876017,0.788291,0.876017,0.211709,0.829842,0.555643,1.576582,0.35951
6139,870,1649,5360,0.235269,0.875874,0.788264,0.875874,0.211736,0.829763,0.555571,1.576528,0.360196
6139,870,1648,5361,0.235126,0.875874,0.788365,0.875874,0.211635,0.829819,0.5555,1.57673,0.360802
6138,871,1648,5361,0.235126,0.875731,0.788338,0.875731,0.211662,0.82974,0.555429,1.576676,0.361782
6138,871,1647,5362,0.234984,0.875731,0.788439,0.875731,0.211561,0.829796,0.555357,1.576879,0.362695
6137,872,1647,5362,0.234984,0.875589,0.788412,0.875589,0.211588,0.829717,0.555286,1.576824,0.362872
6136,873,1647,5362,0.234984,0.875446,0.788385,0.875446,0.211615,0.829638,0.555215,1.57677,0.363229
6136,873,1646,5363,0.234841,0.875446,0.788486,0.875446,0.211514,0.829694,0.555143,1.576973,0.363553
6135,874,1646,5363,0.234841,0.875303,0.788459,0.875303,0.211541,0.829615,0.555072,1.576918,0.366312
6135,874,1644,5365,0.234556,0.875303,0.788662,0.875303,0.211338,0.829727,0.554929,1.577324,0.366397
6135,874,1643,5366,0.234413,0.875303,0.788763,0.875303,0.211237,0.829783,0.554858,1.577526,0.367644
6134,875,1643,5366,0.234413,0.875161,0.788736,0.875161,0.211264,0.829704,0.554787,1.577472,0.369459
6134,875,1642,5367,0.23427,0.875161,0.788837,0.875161,0.211163,0.82976,0.554715,1.577675,0.370111
6134,875,1641,5368,0.234128,0.875161,0.788939,0.875161,0.211061,0.829816,0.554644,1.577878,0.37389
6133,876,1641,5368,0.234128,0.875018,0.788912,0.875018,0.211088,0.829737,0.554573,1.577824,0.374782
6133,876,1640,5369,0.233985,0.875018,0.789013,0.875018,0.210987,0.829793,0.554501,1.578027,0.380157
6133,876,1639,5370,0.233842,0.875018,0.789115,0.875018,0.210885,0.829849,0.55443,1.57823,0.389203
6133,876,1637,5372,0.233557,0.875018,0.789318,0.875018,0.210682,0.829961,0.554287,1.578636,0.389361
6133,876,1636,5373,0.233414,0.875018,0.789419,0.875018,0.210581,0.830018,0.554216,1.578839,0.391235
6133,876,1635,5374,0.233272,0.875018,0.789521,0.875018,0.210479,0.830074,0.554145,1.579042,0.391273
6132,877,1635,5374,0.233272,0.874875,0.789494,0.874875,0.210506,0.829995,0.554073,1.578988,0.391408
6132,877,1634,5375,0.233129,0.874875,0.789596,0.874875,0.210404,0.830051,0.554002,1.579191,0.392086
6131,878,1634,5375,0.233129,0.874732,0.789569,0.874732,0.210431,0.829972,0.553931,1.579137,0.393712
6130,879,1634,5375,0.233129,0.87459,0.789541,0.87459,0.210459,0.829892,0.553859,1.579083,0.399389
6130,879,1633,5376,0.232986,0.87459,0.789643,0.87459,0.210357,0.829949,0.553788,1.579286,0.403729
6129,880,1633,5376,0.232986,0.874447,0.789616,0.874447,0.210384,0.829869,0.553717,1.579232,0.404544
6129,880,1632,5377,0.232843,0.874447,0.789718,0.874447,0.210282,0.829926,0.553645,1.579436,0.404595
6129,880,1631,5378,0.232701,0.874447,0.78982,0.874447,0.21018,0.829982,0.553574,1.579639,0.404695
6129,880,1630,5379,0.232558,0.874447,0.789921,0.874447,0.210079,0.830038,0.553503,1.579843,0.40594
6128,881,1630,5379,0.232558,0.874304,0.789894,0.874304,0.210106,0.829959,0.553431,1.579789,0.407856
6126,883,1629,5380,0.232415,0.874019,0.789942,0.874019,0.210058,0.829856,0.553217,1.579884,0.409152
6126,883,1627,5382,0.23213,0.874019,0.790146,0.874019,0.209854,0.829969,0.553075,1.580292,0.412029
6125,884,1626,5383,0.231987,0.873876,0.790221,0.873876,0.209779,0.829946,0.552932,1.580441,0.412261
6125,884,1625,5384,0.231845,0.873876,0.790323,0.873876,0.209677,0.830002,0.552861,1.580645,0.413079
6125,884,1624,5385,0.231702,0.873876,0.790425,0.873876,0.209575,0.830058,0.552789,1.580849,0.418946
6124,885,1624,5385,0.231702,0.873734,0.790398,0.873734,0.209602,0.829979,0.552718,1.580795,0.429665
6123,886,1622,5387,0.231417,0.873591,0.790575,0.873591,0.209425,0.830012,0.552504,1.581149,0.430041
6123,886,1621,5388,0.231274,0.873591,0.790677,0.873591,0.209323,0.830068,0.552433,1.581353,0.431125
6123,886,1620,5389,0.231131,0.873591,0.790779,0.873591,0.209221,0.830125,0.552361,1.581558,0.431524
6122,887,1619,5390,0.230989,0.873448,0.790854,0.873448,0.209146,0.830102,0.552219,1.581708,0.432259
6122,887,1618,5391,0.230846,0.873448,0.790956,0.873448,0.209044,0.830158,0.552147,1.581912,0.432599
6122,887,1617,5392,0.230703,0.873448,0.791058,0.873448,0.208942,0.830214,0.552076,1.582117,0.433363
6122,887,1616,5393,0.230561,0.873448,0.791161,0.873448,0.208839,0.830271,0.552005,1.582321,0.433383
6122,887,1615,5394,0.230418,0.873448,0.791263,0.873448,0.208737,0.830327,0.551933,1.582526,0.434165
6122,887,1614,5395,0.230275,0.873448,0.791365,0.873448,0.208635,0.830383,0.551862,1.58273,0.436465
6121,888,1612,5397,0.22999,0.873306,0.791543,0.873306,0.208457,0.830416,0.551648,1.583085,0.437266
6121,888,1611,5398,0.229847,0.873306,0.791645,0.873306,0.208355,0.830473,0.551577,1.58329,0.451819
6120,889,1611,5398,0.229847,0.873163,0.791618,0.873163,0.208382,0.830393,0.551505,1.583236,0.461381
6119,890,1611,5398,0.229847,0.87302,0.791591,0.87302,0.208409,0.830314,0.551434,1.583182,0.463064
6119,890,1610,5399,0.229705,0.87302,0.791694,0.87302,0.208306,0.83037,0.551363,1.583387,0.463912
6119,890,1608,5401,0.229419,0.87302,0.791899,0.87302,0.208101,0.830483,0.55122,1.583797,0.465427
6119,890,1607,5402,0.229277,0.87302,0.792001,0.87302,0.207999,0.83054,0.551149,1.584002,0.472218
6118,891,1606,5403,0.229134,0.872878,0.792077,0.872878,0.207923,0.830517,0.551006,1.584153,0.484593
6118,891,1605,5404,0.228991,0.872878,0.792179,0.872878,0.207821,0.830573,0.550935,1.584358,0.486075
6118,891,1603,5406,0.228706,0.872878,0.792384,0.872878,0.207616,0.830686,0.550792,1.584769,0.491262
6117,892,1603,5406,0.228706,0.872735,0.792358,0.872735,0.207642,0.830606,0.550721,1.584715,0.493303
6117,892,1601,5408,0.228421,0.872735,0.792563,0.872735,0.207437,0.830719,0.550578,1.585126,0.494835
6117,892,1600,5409,0.228278,0.872735,0.792666,0.872735,0.207334,0.830775,0.550506,1.585331,0.496122
6116,893,1598,5411,0.227993,0.872592,0.792844,0.872592,0.207156,0.830809,0.550292,1.585688,0.504578
6114,895,1598,5411,0.227993,0.872307,0.79279,0.872307,0.20721,0.83065,0.55015,1.585581,0.507367
6114,895,1597,5412,0.22785,0.872307,0.792893,0.872307,0.207107,0.830707,0.550078,1.585787,0.508738
6114,895,1596,5413,0.227707,0.872307,0.792996,0.872307,0.207004,0.830763,0.550007,1.585992,0.521371
6114,895,1595,5414,0.227565,0.872307,0.793099,0.872307,0.206901,0.830819,0.549936,1.586198,0.523194
6114,895,1594,5415,0.227422,0.872307,0.793202,0.872307,0.206798,0.830876,0.549864,1.586404,0.529748
6114,895,1593,5416,0.227279,0.872307,0.793305,0.872307,0.206695,0.830932,0.549793,1.58661,0.534117
6113,896,1593,5416,0.227279,0.872164,0.793278,0.872164,0.206722,0.830853,0.549722,1.586556,0.534573
6112,897,1593,5416,0.227279,0.872022,0.793251,0.872022,0.206749,0.830773,0.54965,1.586502,0.537431
6112,897,1592,5417,0.227137,0.872022,0.793354,0.872022,0.206646,0.83083,0.549579,1.586708,0.53752
6112,897,1591,5418,0.226994,0.872022,0.793457,0.872022,0.206543,0.830886,0.549508,1.586914,0.537857
6112,897,1590,5419,0.226851,0.872022,0.79356,0.872022,0.20644,0.830943,0.549436,1.58712,0.538941
6112,897,1589,5420,0.226709,0.872022,0.793663,0.872022,0.206337,0.830999,0.549365,1.587326,0.550622
6111,898,1589,5420,0.226709,0.871879,0.793636,0.871879,0.206364,0.83092,0.549294,1.587273,0.550919
6111,898,1588,5421,0.226566,0.871879,0.793739,0.871879,0.206261,0.830976,0.549222,1.587479,0.551723
6110,899,1588,5421,0.226566,0.871736,0.793713,0.871736,0.206287,0.830897,0.549151,1.587425,0.560494
6110,899,1587,5422,0.226423,0.871736,0.793816,0.871736,0.206184,0.830953,0.54908,1.587632,0.562904
6110,899,1586,5423,0.22628,0.871736,0.793919,0.871736,0.206081,0.83101,0.549008,1.587838,0.563535
6110,899,1585,5424,0.226138,0.871736,0.794022,0.871736,0.205978,0.831066,0.548937,1.588044,0.5659
6110,899,1583,5426,0.225852,0.871736,0.794229,0.871736,0.205771,0.831179,0.548794,1.588457,0.566617
6109,900,1582,5427,0.22571,0.871594,0.794305,0.871594,0.205695,0.831156,0.548652,1.58861,0.56822
6108,901,1582,5427,0.22571,0.871451,0.794278,0.871451,0.205722,0.831077,0.54858,1.588557,0.571548
6107,902,1582,5427,0.22571,0.871308,0.794252,0.871308,0.205748,0.830997,0.548509,1.588503,0.582647
6107,902,1581,5428,0.225567,0.871308,0.794355,0.871308,0.205645,0.831054,0.548438,1.58871,0.590873
6106,903,1581,5428,0.225567,0.871166,0.794328,0.871166,0.205672,0.830974,0.548366,1.588656,0.594244
6106,903,1579,5430,0.225282,0.871166,0.794535,0.871166,0.205465,0.831088,0.548224,1.58907,0.595239
6106,903,1578,5431,0.225139,0.871166,0.794638,0.871166,0.205362,0.831144,0.548152,1.589276,0.595405
6105,904,1578,5431,0.225139,0.871023,0.794611,0.871023,0.205389,0.831065,0.548081,1.589223,0.595966
6103,906,1578,5431,0.225139,0.870738,0.794558,0.870738,0.205442,0.830905,0.547938,1.589116,0.596271
6103,906,1577,5432,0.224996,0.870738,0.794661,0.870738,0.205339,0.830962,0.547867,1.589323,0.596368
6102,907,1577,5432,0.224996,0.870595,0.794635,0.870595,0.205365,0.830882,0.547796,1.589269,0.597208
6101,908,1577,5432,0.224996,0.870452,0.794608,0.870452,0.205392,0.830803,0.547724,1.589216,0.598939
6100,909,1576,5433,0.224854,0.87031,0.794685,0.87031,0.205315,0.83078,0.547582,1.589369,0.599589
6099,910,1575,5434,0.224711,0.870167,0.794762,0.870167,0.205238,0.830757,0.547439,1.589523,0.600117
6099,910,1574,5435,0.224568,0.870167,0.794865,0.870167,0.205135,0.830813,0.547368,1.58973,0.600611
6099,910,1573,5436,0.224426,0.870167,0.794969,0.870167,0.205031,0.83087,0.547296,1.589937,0.606288
6098,911,1573,5436,0.224426,0.870024,0.794942,0.870024,0.205058,0.83079,0.547225,1.589884,0.610797
6098,911,1572,5437,0.224283,0.870024,0.795046,0.870024,0.204954,0.830847,0.547154,1.590091,0.623989
6097,912,1572,5437,0.224283,0.869882,0.795019,0.869882,0.204981,0.830767,0.547082,1.590038,0.624766
6096,913,1571,5438,0.22414,0.869739,0.795096,0.869739,0.204904,0.830744,0.54694,1.590192,0.626619
6096,913,1570,5439,0.223998,0.869739,0.7952,0.869739,0.2048,0.830801,0.546868,1.590399,0.628159
6096,913,1569,5440,0.223855,0.869739,0.795303,0.869739,0.204697,0.830857,0.546797,1.590607,0.631236
6096,913,1568,5441,0.223712,0.869739,0.795407,0.869739,0.204593,0.830914,0.546726,1.590814,0.631964
6095,914,1568,5441,0.223712,0.869596,0.79538,0.869596,0.20462,0.830834,0.546654,1.590761,0.633688
6095,914,1567,5442,0.22357,0.869596,0.795484,0.869596,0.204516,0.830891,0.546583,1.590968,0.63375
6095,914,1566,5443,0.223427,0.869596,0.795588,0.869596,0.204412,0.830948,0.546512,1.591176,0.63554
6094,915,1566,5443,0.223427,0.869454,0.795561,0.869454,0.204439,0.830868,0.54644,1.591123,0.63673
6093,916,1566,5443,0.223427,0.869311,0.795535,0.869311,0.204465,0.830788,0.546369,1.591069,0.637255
6092,917,1566,5443,0.223427,0.869168,0.795508,0.869168,0.204492,0.830708,0.546298,1.591016,0.637305
6092,917,1565,5444,0.223284,0.869168,0.795612,0.869168,0.204388,0.830765,0.546226,1.591224,0.638218
6092,917,1564,5445,0.223142,0.869168,0.795716,0.869168,0.204284,0.830822,0.546155,1.591432,0.639977
6091,918,1564,5445,0.223142,0.869026,0.795689,0.869026,0.204311,0.830742,0.546084,1.591378,0.642048
6091,918,1562,5447,0.222856,0.869026,0.795897,0.869026,0.204103,0.830855,0.545941,1.591794,0.644926
6090,919,1562,5447,0.222856,0.868883,0.79587,0.868883,0.20413,0.830776,0.54587,1.591741,0.646491
6089,920,1562,5447,0.222856,0.86874,0.795844,0.86874,0.204156,0.830696,0.545798,1.591687,0.651245
6089,920,1561,5448,0.222714,0.86874,0.795948,0.86874,0.204052,0.830752,0.545727,1.591895,0.652366
6089,920,1560,5449,0.222571,0.86874,0.796052,0.86874,0.203948,0.830809,0.545656,1.592104,0.654216
6088,921,1560,5449,0.222571,0.868598,0.796025,0.868598,0.203975,0.830729,0.545584,1.59205,0.655142
6087,922,1560,5449,0.222571,0.868455,0.795998,0.868455,0.204002,0.83065,0.545513,1.591997,0.656808
6086,923,1560,5449,0.222571,0.868312,0.795972,0.868312,0.204028,0.83057,0.545442,1.591943,0.657047
6085,924,1560,5449,0.222571,0.868169,0.795945,0.868169,0.204055,0.83049,0.54537,1.59189,0.658444
6084,925,1560,5449,0.222571,0.868027,0.795918,0.868027,0.204082,0.83041,0.545299,1.591837,0.658829
6083,926,1560,5449,0.222571,0.867884,0.795892,0.867884,0.204108,0.83033,0.545228,1.591783,0.662378
6083,926,1559,5450,0.222428,0.867884,0.795996,0.867884,0.204004,0.830387,0.545156,1.591992,0.662525
6082,927,1559,5450,0.222428,0.867741,0.795969,0.867741,0.204031,0.830307,0.545085,1.591938,0.663276
6082,927,1557,5452,0.222143,0.867741,0.796178,0.867741,0.203822,0.830421,0.544942,1.592355,0.663446
6081,928,1556,5453,0.222,0.867599,0.796255,0.867599,0.203745,0.830397,0.5448,1.59251,0.664704
6080,929,1556,5453,0.222,0.867456,0.796228,0.867456,0.203772,0.830318,0.544728,1.592457,0.668424
6079,930,1556,5453,0.222,0.867313,0.796202,0.867313,0.203798,0.830238,0.544657,1.592403,0.66866
6078,931,1556,5453,0.222,0.867171,0.796175,0.867171,0.203825,0.830158,0.544586,1.59235,0.676427
6077,932,1556,5453,0.222,0.867028,0.796148,0.867028,0.203852,0.830078,0.544514,1.592297,0.677794
6076,933,1556,5453,0.222,0.866885,0.796122,0.866885,0.203878,0.829998,0.544443,1.592243,0.679749
6075,934,1556,5453,0.222,0.866743,0.796095,0.866743,0.203905,0.829918,0.544372,1.59219,0.681228
6074,935,1556,5453,0.222,0.8666,0.796068,0.8666,0.203932,0.829838,0.5443,1.592136,0.687837
6073,936,1556,5453,0.222,0.866457,0.796041,0.866457,0.203959,0.829758,0.544229,1.592083,0.688821
6071,938,1556,5453,0.222,0.866172,0.795988,0.866172,0.204012,0.829598,0.544086,1.591976,0.690181
6070,939,1556,5453,0.222,0.866029,0.795961,0.866029,0.204039,0.829518,0.544015,1.591922,0.690345
6069,940,1555,5454,0.221858,0.865887,0.796039,0.865887,0.203961,0.829495,0.543872,1.592078,0.690625
6068,941,1555,5454,0.221858,0.865744,0.796012,0.865744,0.203988,0.829415,0.543801,1.592024,0.691134
6068,941,1553,5456,0.221572,0.865744,0.796221,0.865744,0.203779,0.829528,0.543658,1.592442,0.700972
6068,941,1552,5457,0.22143,0.865744,0.796325,0.865744,0.203675,0.829585,0.543587,1.592651,0.701072
6067,942,1551,5458,0.221287,0.865601,0.796403,0.865601,0.203597,0.829562,0.543444,1.592807,0.706412
6066,943,1551,5458,0.221287,0.865459,0.796377,0.865459,0.203623,0.829482,0.543373,1.592753,0.70752
6065,944,1551,5458,0.221287,0.865316,0.79635,0.865316,0.20365,0.829402,0.543301,1.5927,0.70943
6065,944,1550,5459,0.221144,0.865316,0.796454,0.865316,0.203546,0.829458,0.54323,1.592909,0.713214
6065,944,1549,5460,0.221002,0.865316,0.796559,0.865316,0.203441,0.829515,0.543159,1.593118,0.71395
6064,945,1549,5460,0.221002,0.865173,0.796532,0.865173,0.203468,0.829435,0.543087,1.593064,0.714334
6063,946,1549,5460,0.221002,0.865031,0.796506,0.865031,0.203494,0.829355,0.543016,1.593011,0.714984
6062,947,1549,5460,0.221002,0.864888,0.796479,0.864888,0.203521,0.829275,0.542945,1.592958,0.725164
6060,949,1549,5460,0.221002,0.864603,0.796425,0.864603,0.203575,0.829115,0.542802,1.592851,0.732558
6060,949,1548,5461,0.220859,0.864603,0.79653,0.864603,0.20347,0.829172,0.542731,1.59306,0.733444
6059,950,1547,5462,0.220716,0.86446,0.796608,0.86446,0.203392,0.829148,0.542588,1.593216,0.733682
6059,950,1546,5463,0.220574,0.86446,0.796713,0.86446,0.203287,0.829205,0.542517,1.593425,0.735395
6058,951,1546,5463,0.220574,0.864317,0.796686,0.864317,0.203314,0.829125,0.542445,1.593372,0.736654
6057,952,1546,5463,0.220574,0.864175,0.796659,0.864175,0.203341,0.829045,0.542374,1.593318,0.736915
6057,952,1545,5464,0.220431,0.864175,0.796764,0.864175,0.203236,0.829101,0.542303,1.593528,0.73783
6055,954,1545,5464,0.220431,0.863889,0.796711,0.863889,0.203289,0.828941,0.54216,1.593421,0.746014
6054,955,1545,5464,0.220431,0.863747,0.796684,0.863747,0.203316,0.828861,0.542089,1.593368,0.748169
6054,955,1544,5465,0.220288,0.863747,0.796789,0.863747,0.203211,0.828918,0.542017,1.593577,0.750146
6054,955,1543,5466,0.220146,0.863747,0.796894,0.863747,0.203106,0.828974,0.541946,1.593787,0.751645
6053,956,1543,5466,0.220146,0.863604,0.796867,0.863604,0.203133,0.828894,0.541875,1.593734,0.753672
6053,956,1542,5467,0.220003,0.863604,0.796972,0.863604,0.203028,0.828951,0.541803,1.593943,0.761762
6052,957,1542,5467,0.220003,0.863461,0.796945,0.863461,0.203055,0.828871,0.541732,1.59389,0.761874
6051,958,1542,5467,0.220003,0.863319,0.796918,0.863319,0.203082,0.828791,0.541661,1.593836,0.768355
6050,959,1542,5467,0.220003,0.863176,0.796891,0.863176,0.203109,0.82871,0.541589,1.593783,0.770678
6049,960,1542,5467,0.220003,0.863033,0.796865,0.863033,0.203135,0.82863,0.541518,1.593729,0.773405
6049,960,1541,5468,0.21986,0.863033,0.79697,0.863033,0.20303,0.828687,0.541447,1.593939,0.776657
6048,961,1541,5468,0.21986,0.862891,0.796943,0.862891,0.203057,0.828607,0.541375,1.593886,0.777422
6047,962,1541,5468,0.21986,0.862748,0.796916,0.862748,0.203084,0.828526,0.541304,1.593832,0.778923
6046,963,1541,5468,0.21986,0.862605,0.796889,0.862605,0.203111,0.828446,0.541233,1.593779,0.78082
6045,964,1541,5468,0.21986,0.862463,0.796863,0.862463,0.203137,0.828366,0.541161,1.593725,0.78088
6045,964,1539,5470,0.219575,0.862463,0.797073,0.862463,0.202927,0.828479,0.541019,1.594146,0.784742
6044,965,1539,5470,0.219575,0.86232,0.797046,0.86232,0.202954,0.828399,0.540947,1.594092,0.785281
6044,965,1538,5471,0.219432,0.86232,0.797151,0.86232,0.202849,0.828456,0.540876,1.594302,0.788744
6044,965,1537,5472,0.219289,0.86232,0.797256,0.86232,0.202744,0.828513,0.540805,1.594513,0.789079
6042,967,1537,5472,0.219289,0.862035,0.797203,0.862035,0.202797,0.828352,0.540662,1.594406,0.789957
6042,967,1535,5474,0.219004,0.862035,0.797413,0.862035,0.202587,0.828466,0.540519,1.594826,0.791219
6042,967,1534,5475,0.218861,0.862035,0.797518,0.862035,0.202482,0.828522,0.540448,1.595037,0.794215
6042,967,1533,5476,0.218719,0.862035,0.797624,0.862035,0.202376,0.828579,0.540377,1.595248,0.794584
6042,967,1532,5477,0.218576,0.862035,0.797729,0.862035,0.202271,0.828636,0.540305,1.595458,0.797908
6041,968,1532,5477,0.218576,0.861892,0.797702,0.861892,0.202298,0.828556,0.540234,1.595405,0.799432
6040,969,1532,5477,0.218576,0.861749,0.797676,0.861749,0.202324,0.828475,0.540163,1.595351,0.799882
6040,969,1531,5478,0.218433,0.861749,0.797781,0.861749,0.202219,0.828532,0.540091,1.595562,0.802749
6039,970,1531,5478,0.218433,0.861607,0.797754,0.861607,0.202246,0.828452,0.54002,1.595509,0.802922
6039,970,1530,5479,0.218291,0.861607,0.79786,0.861607,0.20214,0.828509,0.539949,1.595719,0.803653
6039,970,1529,5480,0.218148,0.861607,0.797965,0.861607,0.202035,0.828566,0.539877,1.59593,0.803779
6039,970,1528,5481,0.218005,0.861607,0.798071,0.861607,0.201929,0.828622,0.539806,1.596141,0.804123
6038,971,1528,5481,0.218005,0.861464,0.798044,0.861464,0.201956,0.828542,0.539735,1.596088,0.804146
6038,971,1527,5482,0.217863,0.861464,0.798149,0.861464,0.201851,0.828599,0.539663,1.596299,0.809212
6038,971,1526,5483,0.21772,0.861464,0.798255,0.861464,0.201745,0.828656,0.539592,1.59651,0.811986
6038,971,1525,5484,0.217577,0.861464,0.79836,0.861464,0.20164,0.828713,0.539521,1.596721,0.813416
6037,972,1525,5484,0.217577,0.861321,0.798334,0.861321,0.201666,0.828632,0.539449,1.596668,0.814207
6035,974,1525,5484,0.217577,0.861036,0.79828,0.861036,0.20172,0.828471,0.539307,1.596561,0.815337
6035,974,1524,5485,0.217435,0.861036,0.798386,0.861036,0.201614,0.828528,0.539235,1.596772,0.81637
6034,975,1524,5485,0.217435,0.860893,0.798359,0.860893,0.201641,0.828448,0.539164,1.596719,0.817349
6033,976,1524,5485,0.217435,0.86075,0.798333,0.86075,0.201667,0.828367,0.539093,1.596665,0.817977
6033,976,1523,5486,0.217292,0.86075,0.798438,0.86075,0.201562,0.828424,0.539021,1.596877,0.821496
6032,977,1522,5487,0.217149,0.860608,0.798517,0.860608,0.201483,0.828401,0.538879,1.597035,0.822669
6032,977,1521,5488,0.217007,0.860608,0.798623,0.860608,0.201377,0.828458,0.538807,1.597246,0.823044
6031,978,1521,5488,0.217007,0.860465,0.798596,0.860465,0.201404,0.828377,0.538736,1.597193,0.823567
6030,979,1521,5488,0.217007,0.860322,0.79857,0.860322,0.20143,0.828297,0.538665,1.597139,0.8258
6030,979,1520,5489,0.216864,0.860322,0.798675,0.860322,0.201325,0.828354,0.538593,1.597351,0.829748
6030,979,1519,5490,0.216721,0.860322,0.798781,0.860322,0.201219,0.82841,0.538522,1.597563,0.831463
6029,980,1519,5490,0.216721,0.86018,0.798755,0.86018,0.201245,0.82833,0.538451,1.597509,0.834719
6029,980,1518,5491,0.216579,0.86018,0.79886,0.86018,0.20114,0.828387,0.538379,1.597721,0.838302
6029,980,1517,5492,0.216436,0.86018,0.798966,0.86018,0.201034,0.828444,0.538308,1.597933,0.839735
6028,981,1517,5492,0.216436,0.860037,0.79894,0.860037,0.20106,0.828363,0.538237,1.597879,0.840263
6027,982,1517,5492,0.216436,0.859894,0.798913,0.859894,0.201087,0.828283,0.538165,1.597826,0.840496
6026,983,1517,5492,0.216436,0.859752,0.798886,0.859752,0.201114,0.828202,0.538094,1.597773,0.843774
6026,983,1516,5493,0.216293,0.859752,0.798992,0.859752,0.201008,0.828259,0.538023,1.597985,0.846513
6024,985,1516,5493,0.216293,0.859466,0.798939,0.859466,0.201061,0.828098,0.53788,1.597878,0.847598
6024,985,1515,5494,0.216151,0.859466,0.799045,0.859466,0.200955,0.828155,0.537809,1.59809,0.85444
6024,985,1514,5495,0.216008,0.859466,0.799151,0.859466,0.200849,0.828212,0.537737,1.598302,0.85695
6024,985,1513,5496,0.215865,0.859466,0.799257,0.859466,0.200743,0.828269,0.537666,1.598514,0.858268
6024,985,1512,5497,0.215723,0.859466,0.799363,0.859466,0.200637,0.828326,0.537595,1.598726,0.858817
6024,985,1511,5498,0.21558,0.859466,0.799469,0.859466,0.200531,0.828383,0.537523,1.598938,0.859583
6024,985,1510,5499,0.215437,0.859466,0.799575,0.859466,0.200425,0.82844,0.537452,1.599151,0.860166
6023,986,1510,5499,0.215437,0.859324,0.799549,0.859324,0.200451,0.828359,0.537381,1.599097,0.86134
6023,986,1509,5500,0.215295,0.859324,0.799655,0.859324,0.200345,0.828416,0.537309,1.59931,0.862266
