@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
6669,340,2741,4268,0.391069,0.951491,0.708714,0.951491,0.291286,0.812352,0.67128,1.417428,0
6669,340,2740,4269,0.390926,0.951491,0.708789,0.951491,0.291211,0.812401,0.671208,1.417579,0
6669,340,2739,4270,0.390783,0.951491,0.708865,0.951491,0.291135,0.812451,0.671137,1.41773,0
6668,341,2738,4271,0.390641,0.951348,0.708909,0.951348,0.291091,0.812428,0.670994,1.417818,0
6668,341,2737,4272,0.390498,0.951348,0.708985,0.951348,0.291015,0.812477,0.670923,1.417969,0
6668,341,2736,4273,0.390355,0.951348,0.70906,0.951348,0.29094,0.812527,0.670852,1.41812,0
6667,342,2735,4274,0.390213,0.951206,0.709104,0.951206,0.290896,0.812504,0.670709,1.418209,0
6666,343,2735,4274,0.390213,0.951063,0.709074,0.951063,0.290926,0.812431,0.670638,1.418147,0
6666,343,2734,4275,0.39007,0.951063,0.709149,0.951063,0.290851,0.812481,0.670566,1.418298,0
6666,343,2733,4276,0.389927,0.951063,0.709224,0.951063,0.290776,0.81253,0.670495,1.418449,0
6666,343,2732,4277,0.389785,0.951063,0.7093,0.951063,0.2907,0.81258,0.670424,1.4186,0
6665,344,2732,4277,0.389785,0.95092,0.709269,0.95092,0.290731,0.812508,0.670352,1.418538,0
6665,344,2726,4283,0.388929,0.95092,0.709722,0.95092,0.290278,0.812805,0.669924,1.419444,0
6665,344,2724,4285,0.388643,0.95092,0.709873,0.95092,0.290127,0.812904,0.669782,1.419747,0
6665,344,2723,4286,0.3885,0.95092,0.709949,0.95092,0.290051,0.812954,0.66971,1.419898,0
6665,344,2722,4287,0.388358,0.95092,0.710025,0.95092,0.289975,0.813003,0.669639,1.420049,0
6665,344,2721,4288,0.388215,0.95092,0.7101,0.95092,0.2899,0.813053,0.669568,1.4202,0
6664,345,2719,4290,0.38793,0.950778,0.710221,0.950778,0.289779,0.81308,0.669354,1.420441,0
6664,345,2717,4292,0.387644,0.950778,0.710372,0.950778,0.289628,0.813179,0.669211,1.420744,0
6664,345,2716,4293,0.387502,0.950778,0.710448,0.950778,0.289552,0.813228,0.66914,1.420896,0
6664,345,2715,4294,0.387359,0.950778,0.710524,0.950778,0.289476,0.813278,0.669068,1.421047,0
6664,345,2713,4296,0.387074,0.950778,0.710675,0.950778,0.289325,0.813377,0.668926,1.42135,0
6663,346,2712,4297,0.386931,0.950635,0.71072,0.950635,0.28928,0.813354,0.668783,1.42144,0
6662,347,2711,4298,0.386788,0.950492,0.710765,0.950492,0.289235,0.813332,0.66864,1.42153,0
6662,347,2710,4299,0.386646,0.950492,0.710841,0.950492,0.289159,0.813381,0.668569,1.421682,0
6661,348,2710,4299,0.386646,0.95035,0.71081,0.95035,0.28919,0.813309,0.668498,1.42162,0
6661,348,2709,4300,0.386503,0.95035,0.710886,0.95035,0.289114,0.813359,0.668426,1.421772,0
6661,348,2708,4301,0.38636,0.95035,0.710962,0.95035,0.289038,0.813408,0.668355,1.421923,0
6661,348,2705,4304,0.385932,0.95035,0.711189,0.95035,0.288811,0.813557,0.668141,1.422379,0
6661,348,2702,4307,0.385504,0.95035,0.711417,0.95035,0.288583,0.813706,0.667927,1.422835,0
6660,349,2701,4308,0.385362,0.950207,0.711462,0.950207,0.288538,0.813684,0.667784,1.422925,0
6660,349,2700,4309,0.385219,0.950207,0.711538,0.950207,0.288462,0.813733,0.667713,1.423077,0
6658,351,2698,4311,0.384934,0.949922,0.711629,0.949922,0.288371,0.813688,0.667428,1.423258,0
6657,352,2697,4312,0.384791,0.949779,0.711674,0.949779,0.288326,0.813665,0.667285,1.423348,0
6657,352,2696,4313,0.384648,0.949779,0.71175,0.949779,0.28825,0.813715,0.667214,1.4235,0
6657,352,2694,4315,0.384363,0.949779,0.711902,0.949779,0.288098,0.813814,0.667071,1.423805,0
6656,353,2692,4317,0.384078,0.949636,0.712024,0.949636,0.287976,0.813841,0.666857,1.424048,0
6656,353,2691,4318,0.383935,0.949636,0.7121,0.949636,0.2879,0.813891,0.666786,1.4242,0
6656,353,2689,4320,0.38365,0.949636,0.712253,0.949636,0.287747,0.81399,0.666643,1.424505,0
6654,355,2688,4321,0.383507,0.949351,0.712267,0.949351,0.287733,0.813895,0.666429,1.424534,0
6654,355,2686,4323,0.383222,0.949351,0.71242,0.949351,0.28758,0.813995,0.666286,1.424839,0
6654,355,2685,4324,0.383079,0.949351,0.712496,0.949351,0.287504,0.814045,0.666215,1.424992,0
6653,356,2683,4326,0.382794,0.949208,0.712618,0.949208,0.287382,0.814072,0.666001,1.425236,0
6653,356,2682,4327,0.382651,0.949208,0.712694,0.949208,0.287306,0.814121,0.66593,1.425388,0
6652,357,2681,4328,0.382508,0.949065,0.71274,0.949065,0.28726,0.814099,0.665787,1.425479,0
6652,357,2680,4329,0.382366,0.949065,0.712816,0.949065,0.287184,0.814148,0.665716,1.425632,0
6651,358,2679,4330,0.382223,0.948923,0.712862,0.948923,0.287138,0.814126,0.665573,1.425723,0
6651,358,2678,4331,0.38208,0.948923,0.712938,0.948923,0.287062,0.814176,0.665501,1.425876,0
6650,359,2678,4331,0.38208,0.94878,0.712907,0.94878,0.287093,0.814103,0.66543,1.425815,0
6649,360,2673,4336,0.381367,0.948637,0.713259,0.948637,0.286741,0.81428,0.665002,1.426518,0
6649,360,2672,4337,0.381224,0.948637,0.713335,0.948637,0.286665,0.814329,0.664931,1.426671,0
6648,361,2668,4341,0.380653,0.948495,0.713611,0.948495,0.286389,0.814456,0.664574,1.427222,0
6647,362,2667,4342,0.380511,0.948352,0.713657,0.948352,0.286343,0.814434,0.664431,1.427314,0
6647,362,2666,4343,0.380368,0.948352,0.713733,0.948352,0.286267,0.814484,0.66436,1.427467,0
6647,362,2664,4345,0.380083,0.948352,0.713887,0.948352,0.286113,0.814583,0.664217,1.427774,0.000001
6646,363,2663,4346,0.37994,0.948209,0.713933,0.948209,0.286067,0.814561,0.664075,1.427866,0.000001
6645,364,2661,4348,0.379655,0.948067,0.714055,0.948067,0.285945,0.814588,0.663861,1.428111,0.000001
6645,364,2659,4350,0.379369,0.948067,0.714209,0.948067,0.285791,0.814688,0.663718,1.428418,0.000001
6645,364,2658,4351,0.379227,0.948067,0.714286,0.948067,0.285714,0.814738,0.663647,1.428571,0.000001
6644,365,2657,4352,0.379084,0.947924,0.714332,0.947924,0.285668,0.814715,0.663504,1.428664,0.000001
6644,365,2656,4353,0.378941,0.947924,0.714409,0.947924,0.285591,0.814765,0.663433,1.428817,0.000001
6644,365,2654,4355,0.378656,0.947924,0.714562,0.947924,0.285438,0.814865,0.66329,1.429125,0.000001
6644,365,2653,4356,0.378513,0.947924,0.714639,0.947924,0.285361,0.814915,0.663219,1.429278,0.000001
6644,365,2650,4359,0.378085,0.947924,0.71487,0.947924,0.28513,0.815065,0.663005,1.42974,0.000001
6644,365,2647,4362,0.377657,0.947924,0.715101,0.947924,0.284899,0.815215,0.662791,1.430201,0.000001
6644,365,2646,4363,0.377515,0.947924,0.715178,0.947924,0.284822,0.815265,0.662719,1.430355,0.000001
6644,365,2644,4365,0.377229,0.947924,0.715332,0.947924,0.284668,0.815365,0.662577,1.430663,0.000001
6644,365,2642,4367,0.376944,0.947924,0.715486,0.947924,0.284514,0.815465,0.662434,1.430971,0.000001
6644,365,2641,4368,0.376801,0.947924,0.715563,0.947924,0.284437,0.815515,0.662363,1.431125,0.000001
6643,366,2640,4369,0.376659,0.947781,0.715609,0.947781,0.284391,0.815492,0.66222,1.431218,0.000001
6642,367,2638,4371,0.376373,0.947639,0.715733,0.947639,0.284267,0.81552,0.662006,1.431466,0.000001
6641,368,2636,4373,0.376088,0.947496,0.715856,0.947496,0.284144,0.815547,0.661792,1.431713,0.000001
6641,368,2635,4374,0.375945,0.947496,0.715934,0.947496,0.284066,0.815597,0.661721,1.431867,0.000001
6641,368,2634,4375,0.375803,0.947496,0.716011,0.947496,0.283989,0.815647,0.661649,1.432022,0.000001
6641,368,2633,4376,0.37566,0.947496,0.716088,0.947496,0.283912,0.815697,0.661578,1.432176,0.000001
6640,369,2631,4378,0.375375,0.947353,0.716212,0.947353,0.283788,0.815725,0.661364,1.432424,0.000001
6639,370,2629,4380,0.375089,0.947211,0.716336,0.947211,0.283664,0.815752,0.66115,1.432672,0.000001
6638,371,2627,4382,0.374804,0.947068,0.71646,0.947068,0.28354,0.81578,0.660936,1.43292,0.000001
6637,372,2626,4383,0.374661,0.946925,0.716507,0.946925,0.283493,0.815757,0.660793,1.433013,0.000001
6637,372,2624,4385,0.374376,0.946925,0.716661,0.946925,0.283339,0.815857,0.660651,1.433323,0.000001
6636,373,2622,4387,0.37409,0.946783,0.716785,0.946783,0.283215,0.815885,0.660437,1.433571,0.000001
6636,373,2619,4390,0.373662,0.946783,0.717018,0.946783,0.282982,0.816035,0.660223,1.434036,0.000001
6636,373,2618,4391,0.37352,0.946783,0.717095,0.946783,0.282905,0.816086,0.660151,1.434191,0.000001
6635,374,2617,4392,0.373377,0.94664,0.717142,0.94664,0.282858,0.816063,0.660009,1.434284,0.000001
6635,374,2616,4393,0.373234,0.94664,0.71722,0.94664,0.28278,0.816113,0.659937,1.43444,0.000001
6634,375,2616,4393,0.373234,0.946497,0.717189,0.946497,0.282811,0.81604,0.659866,1.434378,0.000001
6633,376,2615,4394,0.373092,0.946355,0.717236,0.946355,0.282764,0.816018,0.659723,1.434472,0.000001
6633,376,2613,4396,0.372806,0.946355,0.717391,0.946355,0.282609,0.816118,0.659581,1.434783,0.000001
6632,377,2612,4397,0.372664,0.946212,0.717438,0.946212,0.282562,0.816095,0.659438,1.434877,0.000001
6632,377,2611,4398,0.372521,0.946212,0.717516,0.946212,0.282484,0.816146,0.659367,1.435032,0.000001
6631,378,2611,4398,0.372521,0.946069,0.717485,0.946069,0.282515,0.816073,0.659295,1.434971,0.000001
6630,379,2610,4399,0.372378,0.945927,0.717532,0.945927,0.282468,0.81605,0.659153,1.435065,0.000001
6630,379,2607,4402,0.37195,0.945927,0.717766,0.945927,0.282234,0.816201,0.658939,1.435531,0.000001
6630,379,2606,4403,0.371808,0.945927,0.717843,0.945927,0.282157,0.816251,0.658867,1.435686,0.000001
6629,380,2604,4405,0.371522,0.945784,0.717968,0.945784,0.282032,0.816279,0.658653,1.435936,0.000001
6629,380,2601,4408,0.371094,0.945784,0.718202,0.945784,0.281798,0.81643,0.658439,1.436403,0.000001
6629,380,2600,4409,0.370952,0.945784,0.718279,0.945784,0.281721,0.81648,0.658368,1.436559,0.000001
6629,380,2599,4410,0.370809,0.945784,0.718357,0.945784,0.281643,0.81653,0.658296,1.436714,0.000001
6629,380,2598,4411,0.370666,0.945784,0.718435,0.945784,0.281565,0.81658,0.658225,1.43687,0.000001
6629,380,2597,4412,0.370524,0.945784,0.718513,0.945784,0.281487,0.816631,0.658154,1.437026,0.000001
6629,380,2596,4413,0.370381,0.945784,0.718591,0.945784,0.281409,0.816681,0.658082,1.437182,0.000001
6629,380,2594,4415,0.370096,0.945784,0.718747,0.945784,0.281253,0.816782,0.65794,1.437493,0.000001
6629,380,2593,4416,0.369953,0.945784,0.718825,0.945784,0.281175,0.816832,0.657868,1.437649,0.000001
6629,380,2592,4417,0.36981,0.945784,0.718903,0.945784,0.281097,0.816882,0.657797,1.437805,0.000001
6629,380,2591,4418,0.369668,0.945784,0.71898,0.945784,0.28102,0.816933,0.657726,1.437961,0.000001
6628,381,2589,4420,0.369382,0.945641,0.719106,0.945641,0.280894,0.81696,0.657512,1.438212,0.000001
6628,381,2587,4422,0.369097,0.945641,0.719262,0.945641,0.280738,0.817061,0.657369,1.438524,0.000001
6626,383,2586,4423,0.368954,0.945356,0.719279,0.945356,0.280721,0.816966,0.657155,1.438558,0.000001
6625,384,2584,4425,0.368669,0.945213,0.719405,0.945213,0.280595,0.816993,0.656941,1.43881,0.000001
6625,384,2583,4426,0.368526,0.945213,0.719483,0.945213,0.280517,0.817044,0.65687,1.438966,0.000001
6625,384,2582,4427,0.368384,0.945213,0.719561,0.945213,0.280439,0.817094,0.656798,1.439122,0.000001
6624,385,2581,4428,0.368241,0.945071,0.719609,0.945071,0.280391,0.817072,0.656656,1.439218,0.000001
6624,385,2580,4429,0.368098,0.945071,0.719687,0.945071,0.280313,0.817122,0.656584,1.439374,0.000001
6624,385,2578,4431,0.367813,0.945071,0.719844,0.945071,0.280156,0.817223,0.656442,1.439687,0.000001
6624,385,2577,4432,0.36767,0.945071,0.719922,0.945071,0.280078,0.817273,0.65637,1.439843,0.000001
6623,386,2575,4434,0.367385,0.944928,0.720048,0.944928,0.279952,0.817301,0.656156,1.440096,0.000001
6623,386,2573,4436,0.367099,0.944928,0.720204,0.944928,0.279796,0.817402,0.656014,1.440409,0.000001
6623,386,2571,4438,0.366814,0.944928,0.720361,0.944928,0.279639,0.817503,0.655871,1.440722,0.000001
6623,386,2570,4439,0.366671,0.944928,0.720439,0.944928,0.279561,0.817553,0.6558,1.440879,0.000001
6623,386,2569,4440,0.366529,0.944928,0.720518,0.944928,0.279482,0.817604,0.655728,1.441036,0.000001
6622,387,2565,4444,0.365958,0.944785,0.720801,0.944785,0.279199,0.817733,0.655372,1.441602,0.000001
6620,389,2565,4444,0.365958,0.9445,0.72074,0.9445,0.27926,0.817587,0.655229,1.441481,0.000001
6619,390,2564,4445,0.365815,0.944357,0.720788,0.944357,0.279212,0.817564,0.655086,1.441577,0.000001
6619,390,2560,4449,0.365245,0.944357,0.721103,0.944357,0.278897,0.817766,0.654801,1.442205,0.000001
6619,390,2559,4450,0.365102,0.944357,0.721181,0.944357,0.278819,0.817817,0.65473,1.442362,0.000001
6619,390,2558,4451,0.364959,0.944357,0.72126,0.944357,0.27874,0.817867,0.654658,1.442519,0.000001
6619,390,2556,4453,0.364674,0.944357,0.721417,0.944357,0.278583,0.817968,0.654516,1.442834,0.000001
6618,391,2555,4454,0.364531,0.944215,0.721465,0.944215,0.278535,0.817946,0.654373,1.44293,0.000001
6618,391,2554,4455,0.364389,0.944215,0.721544,0.944215,0.278456,0.817996,0.654302,1.443088,0.000001
6618,391,2552,4457,0.364103,0.944215,0.721701,0.944215,0.278299,0.818098,0.654159,1.443402,0.000001
6617,392,2551,4458,0.363961,0.944072,0.72175,0.944072,0.27825,0.818075,0.654016,1.443499,0.000001
6616,393,2550,4459,0.363818,0.943929,0.721798,0.943929,0.278202,0.818053,0.653874,1.443596,0.000001
6616,393,2549,4460,0.363675,0.943929,0.721877,0.943929,0.278123,0.818103,0.653802,1.443753,0.000001
6616,393,2548,4461,0.363533,0.943929,0.721955,0.943929,0.278045,0.818154,0.653731,1.443911,0.000001
6616,393,2546,4463,0.363247,0.943929,0.722113,0.943929,0.277887,0.818255,0.653588,1.444226,0.000001
6616,393,2545,4464,0.363105,0.943929,0.722192,0.943929,0.277808,0.818306,0.653517,1.444384,0.000001
6616,393,2544,4465,0.362962,0.943929,0.722271,0.943929,0.277729,0.818356,0.653446,1.444541,0.000001
6616,393,2542,4467,0.362677,0.943929,0.722428,0.943929,0.277572,0.818457,0.653303,1.444857,0.000001
6616,393,2541,4468,0.362534,0.943929,0.722507,0.943929,0.277493,0.818508,0.653232,1.445015,0.000001
6616,393,2540,4469,0.362391,0.943929,0.722586,0.943929,0.277414,0.818559,0.65316,1.445173,0.000001
6615,394,2540,4469,0.362391,0.943787,0.722556,0.943787,0.277444,0.818486,0.653089,1.445112,0.000001
6615,394,2538,4471,0.362106,0.943787,0.722714,0.943787,0.277286,0.818587,0.652946,1.445428,0.000001
6615,394,2537,4472,0.361963,0.943787,0.722793,0.943787,0.277207,0.818637,0.652875,1.445586,0.000001
6615,394,2536,4473,0.361821,0.943787,0.722872,0.943787,0.277128,0.818688,0.652804,1.445744,0.000001
6614,395,2534,4475,0.361535,0.943644,0.723,0.943644,0.277,0.818716,0.65259,1.445999,0.000001
6613,396,2534,4475,0.361535,0.943501,0.722969,0.943501,0.277031,0.818643,0.652518,1.445939,0.000001
6613,396,2531,4478,0.361107,0.943501,0.723206,0.943501,0.276794,0.818795,0.652304,1.446413,0.000001
6613,396,2530,4479,0.360964,0.943501,0.723286,0.943501,0.276714,0.818846,0.652233,1.446571,0.000001
6612,397,2530,4479,0.360964,0.943359,0.723255,0.943359,0.276745,0.818773,0.652162,1.446511,0.000001
6612,397,2529,4480,0.360822,0.943359,0.723334,0.943359,0.276666,0.818824,0.65209,1.446669,0.000001
6612,397,2528,4481,0.360679,0.943359,0.723414,0.943359,0.276586,0.818874,0.652019,1.446827,0.000001
6612,397,2527,4482,0.360536,0.943359,0.723493,0.943359,0.276507,0.818925,0.651947,1.446985,0.000001
6612,397,2526,4483,0.360394,0.943359,0.723572,0.943359,0.276428,0.818976,0.651876,1.447144,0.000001
6612,397,2523,4486,0.359966,0.943359,0.72381,0.943359,0.27619,0.819128,0.651662,1.447619,0.000001
6612,397,2522,4487,0.359823,0.943359,0.723889,0.943359,0.276111,0.819179,0.651591,1.447778,0.000001
6612,397,2521,4488,0.35968,0.943359,0.723968,0.943359,0.276032,0.819229,0.651519,1.447936,0.000001
6612,397,2519,4490,0.359395,0.943359,0.724127,0.943359,0.275873,0.819331,0.651377,1.448253,0.000001
6612,397,2518,4491,0.359252,0.943359,0.724206,0.943359,0.275794,0.819382,0.651305,1.448412,0.000001
6612,397,2517,4492,0.35911,0.943359,0.724285,0.943359,0.275715,0.819432,0.651234,1.44857,0.000001
6611,398,2516,4493,0.358967,0.943216,0.724334,0.943216,0.275666,0.81941,0.651091,1.448669,0.000001
6610,399,2516,4493,0.358967,0.943073,0.724304,0.943073,0.275696,0.819337,0.65102,1.448608,0.000001
6610,399,2514,4495,0.358682,0.943073,0.724463,0.943073,0.275537,0.819438,0.650877,1.448926,0.000001
6610,399,2512,4497,0.358396,0.943073,0.724622,0.943073,0.275378,0.81954,0.650735,1.449244,0.000001
6609,400,2512,4497,0.358396,0.942931,0.724592,0.942931,0.275408,0.819467,0.650663,1.449183,0.000001
6609,400,2511,4498,0.358254,0.942931,0.724671,0.942931,0.275329,0.819518,0.650592,1.449342,0.000001
6609,400,2510,4499,0.358111,0.942931,0.724751,0.942931,0.275249,0.819568,0.650521,1.449501,0.000001
6609,400,2509,4500,0.357968,0.942931,0.72483,0.942931,0.27517,0.819619,0.650449,1.44966,0.000001
6609,400,2506,4503,0.35754,0.942931,0.725069,0.942931,0.274931,0.819772,0.650235,1.450137,0.000001
6608,401,2506,4503,0.35754,0.942788,0.725038,0.942788,0.274962,0.819699,0.650164,1.450077,0.000001
6608,401,2505,4504,0.357398,0.942788,0.725118,0.942788,0.274882,0.819749,0.650093,1.450236,0.000001
6607,402,2504,4505,0.357255,0.942645,0.725167,0.942645,0.274833,0.819727,0.64995,1.450335,0.000001
6607,402,2503,4506,0.357112,0.942645,0.725247,0.942645,0.274753,0.819778,0.649879,1.450494,0.000001
6606,403,2502,4507,0.35697,0.942502,0.725296,0.942502,0.274704,0.819756,0.649736,1.450593,0.000001
6606,403,2501,4508,0.356827,0.942502,0.725376,0.942502,0.274624,0.819806,0.649665,1.450752,0.000001
6605,404,2500,4509,0.356684,0.94236,0.725426,0.94236,0.274574,0.819784,0.649522,1.450851,0.000001
6605,404,2499,4510,0.356542,0.94236,0.725505,0.94236,0.274495,0.819835,0.649451,1.451011,0.000001
6605,404,2498,4511,0.356399,0.94236,0.725585,0.94236,0.274415,0.819886,0.649379,1.45117,0.000001
6604,405,2498,4511,0.356399,0.942217,0.725555,0.942217,0.274445,0.819813,0.649308,1.45111,0.000001
6604,405,2497,4512,0.356256,0.942217,0.725635,0.942217,0.274365,0.819863,0.649237,1.451269,0.000001
6604,405,2495,4514,0.355971,0.942217,0.725794,0.942217,0.274206,0.819965,0.649094,1.451588,0.000001
6604,405,2494,4515,0.355828,0.942217,0.725874,0.942217,0.274126,0.820016,0.649023,1.451748,0.000001
6604,405,2493,4516,0.355686,0.942217,0.725954,0.942217,0.274046,0.820067,0.648951,1.451907,0.000001
6604,405,2492,4517,0.355543,0.942217,0.726033,0.942217,0.273967,0.820118,0.64888,1.452067,0.000001
6604,405,2491,4518,0.3554,0.942217,0.726113,0.942217,0.273887,0.820169,0.648809,1.452226,0.000001
6604,405,2488,4521,0.354972,0.942217,0.726353,0.942217,0.273647,0.820322,0.648595,1.452706,0.000001
6603,406,2488,4521,0.354972,0.942074,0.726323,0.942074,0.273677,0.820248,0.648523,1.452645,0.000001
6603,406,2486,4523,0.354687,0.942074,0.726483,0.942074,0.273517,0.82035,0.648381,1.452965,0.000001
6603,406,2485,4524,0.354544,0.942074,0.726563,0.942074,0.273438,0.820401,0.648309,1.453125,0.000001
6603,406,2484,4525,0.354401,0.942074,0.726642,0.942074,0.273358,0.820452,0.648238,1.453285,0.000001
6602,407,2484,4525,0.354401,0.941932,0.726612,0.941932,0.273388,0.820379,0.648167,1.453225,0.000001
6602,407,2483,4526,0.354259,0.941932,0.726692,0.941932,0.273308,0.82043,0.648095,1.453385,0.000001
6600,409,2481,4528,0.353973,0.941646,0.726792,0.941646,0.273208,0.820385,0.64781,1.453584,0.000001
6600,409,2480,4529,0.353831,0.941646,0.726872,0.941646,0.273128,0.820436,0.647739,1.453744,0.000001
6600,409,2479,4530,0.353688,0.941646,0.726952,0.941646,0.273048,0.820487,0.647667,1.453905,0.000001
6599,410,2478,4531,0.353545,0.941504,0.727002,0.941504,0.272998,0.820465,0.647525,1.454005,0.000001
6597,412,2478,4531,0.353545,0.941218,0.726942,0.941218,0.273058,0.820318,0.647382,1.453884,0.000001
6597,412,2474,4535,0.352975,0.941218,0.727263,0.941218,0.272737,0.820522,0.647097,1.454525,0.000001
6597,412,2473,4536,0.352832,0.941218,0.727343,0.941218,0.272657,0.820573,0.647025,1.454686,0.000001
6597,412,2472,4537,0.352689,0.941218,0.727423,0.941218,0.272577,0.820624,0.646954,1.454846,0.000001
6597,412,2471,4538,0.352547,0.941218,0.727503,0.941218,0.272497,0.820675,0.646883,1.455007,0.000001
6597,412,2470,4539,0.352404,0.941218,0.727584,0.941218,0.272416,0.820727,0.646811,1.455167,0.000001
6596,413,2470,4539,0.352404,0.941076,0.727553,0.941076,0.272447,0.820653,0.64674,1.455107,0.000001
6596,413,2469,4540,0.352261,0.941076,0.727634,0.941076,0.272366,0.820704,0.646669,1.455268,0.000001
6595,414,2468,4541,0.352119,0.940933,0.727684,0.940933,0.272316,0.820682,0.646526,1.455368,0.000002
6594,415,2468,4541,0.352119,0.94079,0.727654,0.94079,0.272346,0.820609,0.646455,1.455308,0.000002
6593,416,2467,4542,0.351976,0.940648,0.727704,0.940648,0.272296,0.820586,0.646312,1.455408,0.000002
6593,416,2464,4545,0.351548,0.940648,0.727945,0.940648,0.272055,0.820739,0.646098,1.45589,0.000002
6593,416,2461,4548,0.35112,0.940648,0.728186,0.940648,0.271814,0.820893,0.645884,1.456373,0.000002
6593,416,2459,4550,0.350835,0.940648,0.728347,0.940648,0.271653,0.820995,0.645741,1.456695,0.000002
6593,416,2458,4551,0.350692,0.940648,0.728428,0.940648,0.271572,0.821046,0.64567,1.456856,0.000002
6592,417,2457,4552,0.350549,0.940505,0.728478,0.940505,0.271522,0.821024,0.645527,1.456957,0.000002
6591,418,2456,4553,0.350407,0.940362,0.728529,0.940362,0.271471,0.821001,0.645385,1.457058,0.000002
6591,418,2454,4555,0.350121,0.940362,0.72869,0.940362,0.27131,0.821104,0.645242,1.45738,0.000002
6591,418,2451,4558,0.349693,0.940362,0.728932,0.940362,0.271068,0.821257,0.645028,1.457863,0.000002
6590,419,2451,4558,0.349693,0.94022,0.728902,0.94022,0.271098,0.821184,0.644956,1.457803,0.000002
6587,422,2449,4560,0.349408,0.939792,0.728973,0.939792,0.271027,0.821066,0.6446,1.457946,0.000002
6587,422,2448,4561,0.349265,0.939792,0.729054,0.939792,0.270946,0.821117,0.644528,1.458107,0.000002
6587,422,2447,4562,0.349123,0.939792,0.729134,0.939792,0.270866,0.821168,0.644457,1.458269,0.000002
6587,422,2446,4563,0.34898,0.939792,0.729215,0.939792,0.270785,0.821219,0.644386,1.45843,0.000002
6587,422,2445,4564,0.348837,0.939792,0.729296,0.939792,0.270704,0.82127,0.644314,1.458592,0.000002
6587,422,2444,4565,0.348695,0.939792,0.729377,0.939792,0.270623,0.821322,0.644243,1.458753,0.000002
6586,423,2443,4566,0.348552,0.939649,0.729427,0.939649,0.270573,0.821299,0.6441,1.458855,0.000002
6585,424,2442,4567,0.348409,0.939506,0.729478,0.939506,0.270522,0.821277,0.643958,1.458956,0.000002
6585,424,2441,4568,0.348267,0.939506,0.729559,0.939506,0.270441,0.821328,0.643886,1.459118,0.000002
6585,424,2440,4569,0.348124,0.939506,0.72964,0.939506,0.27036,0.82138,0.643815,1.45928,0.000002
6584,425,2438,4571,0.347838,0.939364,0.729772,0.939364,0.270228,0.821409,0.643601,1.459543,0.000002
6583,426,2437,4572,0.347696,0.939221,0.729823,0.939221,0.270177,0.821386,0.643458,1.459645,0.000002
6582,427,2436,4573,0.347553,0.939078,0.729874,0.939078,0.270126,0.821364,0.643316,1.459747,0.000002
6580,429,2436,4573,0.347553,0.938793,0.729814,0.938793,0.270186,0.821217,0.643173,1.459627,0.000002
6579,430,2435,4574,0.34741,0.93865,0.729865,0.93865,0.270135,0.821195,0.64303,1.459729,0.000002
6579,430,2434,4575,0.347268,0.93865,0.729946,0.93865,0.270054,0.821246,0.642959,1.459891,0.000002
6578,431,2431,4578,0.34684,0.938508,0.730159,0.938508,0.269841,0.821326,0.642674,1.460317,0.000002
6578,431,2430,4579,0.346697,0.938508,0.73024,0.938508,0.26976,0.821377,0.642602,1.46048,0.000002
6577,432,2430,4579,0.346697,0.938365,0.73021,0.938365,0.26979,0.821304,0.642531,1.46042,0.000002
6577,432,2429,4580,0.346554,0.938365,0.730291,0.938365,0.269709,0.821355,0.64246,1.460582,0.000002
6577,432,2427,4582,0.346269,0.938365,0.730453,0.938365,0.269547,0.821458,0.642317,1.460906,0.000002
6575,434,2426,4583,0.346126,0.93808,0.730474,0.93808,0.269526,0.821362,0.642103,1.460949,0.000002
6574,435,2424,4585,0.345841,0.937937,0.730607,0.937937,0.269393,0.821391,0.641889,1.461214,0.000002
6574,435,2423,4586,0.345698,0.937937,0.730688,0.937937,0.269312,0.821442,0.641818,1.461376,0.000002
6573,436,2421,4588,0.345413,0.937794,0.730821,0.937794,0.269179,0.821471,0.641604,1.461641,0.000002
6570,439,2421,4588,0.345413,0.937366,0.730731,0.937366,0.269269,0.82125,0.64139,1.461461,0.000002
6569,440,2419,4590,0.345128,0.937224,0.730863,0.937224,0.269137,0.821279,0.641176,1.461727,0.000002
6569,440,2418,4591,0.344985,0.937224,0.730945,0.937224,0.269055,0.82133,0.641104,1.461889,0.000002
6568,441,2417,4592,0.344842,0.937081,0.730996,0.937081,0.269004,0.821308,0.640962,1.461992,0.000002
6567,442,2415,4594,0.344557,0.936938,0.731129,0.936938,0.268871,0.821337,0.640748,1.462258,0.000002
6567,442,2414,4595,0.344414,0.936938,0.73121,0.936938,0.26879,0.821388,0.640676,1.462421,0.000002
6566,443,2414,4595,0.344414,0.936796,0.73118,0.936796,0.26882,0.821315,0.640605,1.462361,0.000002
6566,443,2412,4597,0.344129,0.936796,0.731343,0.936796,0.268657,0.821417,0.640462,1.462687,0.000002
6565,444,2412,4597,0.344129,0.936653,0.731313,0.936653,0.268687,0.821344,0.640391,1.462627,0.000002
